2.35,,4.49,0,,
0,,4.22,0,,
0,,3.92,0,,
124.86,,3.67,1,,
0,,3.59,0,,
0,,3.69,0,,
0,,3.87,0,,
0,,4.01,0,,
0,,4.12,0,,
150.56,,3.76,1,,
0,,3.99,0,,
0,,3.79,0,,
0,,3.68,0,,
0,,3.64,0,,
0,,3.65,0,,
137.89,,3.87,1,,
0,,4.06,0,,
0,,4.22,0,,
0,,4.33,0,,
0,,4.4,0,,
0,,4.42,0,,
139.46,,3.47,1,,
0,,4.34,0,,
37.53,,4.26,0,,
0,,4.15,0,,
0,,4.03,0,,
5.28,,3.92,0,,
